Year,Country,Industry,AI_Tool,Adoption_Rate,Daily_Active_Users,Company_Size,Age_Group
2025,India,Finance,ChatGPT,79.02,34813,Small,56+
2023,Germany,IT,ChatGPT,42.19,57790,Small,36-45
2023,USA,Retail,Perplexity,6.29,16891,Small,18-25
2025,Australia,Healthcare,ChatGPT,70.93,69864,Large,36-45
2024,Australia,Manufacturing,GitHub Copilot,58.67,77581,Small,36-45
2025,Germany,Healthcare,GitHub Copilot,35.98,41673,Large,36-45
2025,Germany,Retail,Perplexity,30.34,39999,Small,18-25
2026,India,Finance,Gemini,11.63,90317,Small,26-35
2025,Canada,Healthcare,GitHub Copilot,89.73,15075,Small,36-45
2023,UK,Education,Claude,49.46,73347,Small,26-35
2025,Australia,Education,GitHub Copilot,12.7,12205,Medium,56+
2023,Australia,IT,Claude,83.18,49745,Medium,56+
2023,Germany,Retail,Perplexity,30.09,30246,Small,56+
2023,Canada,Retail,Gemini,23.32,80874,Medium,46-55
2024,Australia,Healthcare,Claude,30.28,3968,Large,18-25
2026,UK,Finance,Claude,55.81,53637,Medium,26-35
2023,Germany,Retail,GitHub Copilot,11.67,44394,Medium,46-55
2023,UK,Healthcare,Claude,48.36,61364,Medium,26-35
2024,Canada,Healthcare,Perplexity,85.62,75696,Small,18-25
2023,Australia,Manufacturing,Perplexity,21.94,5533,Large,36-45
2025,USA,Manufacturing,Perplexity,34.81,22712,Small,46-55
2025,Australia,Retail,GitHub Copilot,40.65,17922,Large,18-25
2026,Canada,Healthcare,Gemini,57.76,34220,Small,46-55
2023,Australia,IT,GitHub Copilot,87.73,41104,Medium,56+
2024,Australia,IT,Perplexity,40.51,21394,Large,46-55
2025,India,Manufacturing,GitHub Copilot,11.22,84400,Medium,36-45
2024,Australia,Retail,Perplexity,36.32,70196,Large,36-45
2024,Australia,Finance,ChatGPT,22.11,82219,Large,26-35
2025,UK,IT,ChatGPT,63.66,81196,Small,46-55
2024,USA,IT,Claude,7.63,4524,Small,56+
2025,UK,Manufacturing,Gemini,31.27,40715,Medium,36-45
2024,UK,Manufacturing,ChatGPT,54.07,26963,Medium,26-35
2025,Germany,Retail,Perplexity,29.96,29569,Large,56+
2023,India,Manufacturing,GitHub Copilot,54.59,23284,Large,56+
2026,UK,Education,GitHub Copilot,15.32,89546,Small,56+
2025,Canada,Healthcare,Claude,89.85,88040,Small,18-25
2025,Canada,IT,GitHub Copilot,31.18,35275,Small,36-45
2026,Australia,Education,ChatGPT,88.07,54749,Small,18-25
2025,Germany,Finance,GitHub Copilot,34.33,63972,Small,18-25
2025,India,Education,ChatGPT,75.37,69427,Large,36-45
2024,India,Retail,ChatGPT,27.16,32308,Large,46-55
2026,Australia,Finance,Gemini,65.28,52545,Medium,26-35
2023,Canada,Finance,Claude,34.13,52098,Large,36-45
2025,USA,Manufacturing,Perplexity,50.82,57094,Small,26-35
2026,Germany,Education,ChatGPT,65.64,52563,Large,46-55
2024,Australia,Retail,Claude,58.0,59995,Large,36-45
2023,Germany,IT,Perplexity,56.87,75265,Large,56+
2026,Canada,Manufacturing,GitHub Copilot,10.91,32994,Medium,36-45
2023,Canada,Education,Claude,27.42,22090,Medium,46-55
2023,USA,IT,Claude,56.47,42680,Large,18-25
2023,USA,Education,Claude,6.65,73330,Large,36-45
2025,India,Manufacturing,GitHub Copilot,27.56,36187,Small,56+
2025,Germany,IT,GitHub Copilot,25.63,8773,Medium,36-45
2024,Germany,Manufacturing,Claude,27.49,38299,Small,18-25
2024,Canada,Education,Gemini,53.2,32287,Small,36-45
2026,India,Finance,ChatGPT,57.38,70014,Large,56+
2024,Australia,Healthcare,GitHub Copilot,86.81,23653,Large,46-55
2023,Germany,Finance,Gemini,39.74,52387,Large,56+
2023,India,Manufacturing,GitHub Copilot,88.39,43880,Small,46-55
2025,India,Manufacturing,Claude,63.68,88160,Small,56+
2023,Canada,Manufacturing,Gemini,87.14,82258,Small,26-35
2026,India,IT,Perplexity,80.01,1520,Large,36-45
2023,USA,Retail,ChatGPT,66.88,47540,Large,36-45
2023,USA,Manufacturing,ChatGPT,37.05,65976,Large,18-25
2026,UK,Finance,GitHub Copilot,26.7,44410,Small,26-35
2024,Canada,Healthcare,ChatGPT,25.02,44053,Small,18-25
2024,Australia,Manufacturing,Perplexity,90.7,5087,Medium,36-45
2026,UK,Manufacturing,Gemini,91.27,91698,Large,18-25
2025,USA,Manufacturing,Gemini,70.23,45617,Small,46-55
2023,UK,IT,Claude,84.54,32556,Medium,26-35
2026,Canada,Manufacturing,Gemini,87.71,38280,Small,56+
2023,Canada,Finance,GitHub Copilot,51.04,62337,Small,46-55
2025,India,Education,Perplexity,61.62,90944,Large,56+
2023,Germany,Retail,Claude,42.69,85498,Medium,18-25
2026,India,Manufacturing,GitHub Copilot,42.66,57605,Small,36-45
2023,Canada,IT,GitHub Copilot,8.46,73306,Medium,46-55
2024,USA,Finance,GitHub Copilot,44.04,89882,Medium,26-35
2025,Australia,Manufacturing,ChatGPT,65.61,79402,Large,56+
2025,USA,IT,GitHub Copilot,42.98,29781,Medium,46-55
2025,India,Education,ChatGPT,83.52,8423,Large,36-45
2026,Australia,Healthcare,Gemini,34.93,67493,Large,26-35
2025,Canada,Manufacturing,ChatGPT,16.94,47323,Large,26-35
2024,USA,Finance,GitHub Copilot,78.04,96223,Medium,56+
2026,Canada,IT,Perplexity,65.66,91454,Small,46-55
2024,Australia,IT,Perplexity,26.76,60932,Large,46-55
2023,Australia,Manufacturing,Gemini,53.28,25347,Small,26-35
2023,USA,IT,GitHub Copilot,41.17,98908,Medium,18-25
2023,Canada,Healthcare,ChatGPT,89.5,84176,Small,26-35
2023,UK,IT,Perplexity,59.66,91473,Small,36-45
2024,Canada,Retail,Claude,19.26,8584,Large,46-55
2026,Australia,Retail,GitHub Copilot,50.19,30782,Large,56+
2026,Canada,IT,GitHub Copilot,82.63,97343,Large,46-55
2025,India,Manufacturing,Claude,65.43,70559,Medium,26-35
2024,UK,Retail,Perplexity,80.82,42119,Small,36-45
2023,Germany,Finance,Claude,27.54,81556,Medium,18-25
2024,India,Retail,Gemini,84.95,43363,Medium,46-55
2025,Germany,IT,ChatGPT,73.01,22038,Medium,26-35
2025,USA,Manufacturing,ChatGPT,70.6,54990,Medium,26-35
2024,Germany,Education,Perplexity,36.19,13419,Large,26-35
2024,Canada,Manufacturing,Claude,84.89,59532,Small,36-45
2024,Germany,Manufacturing,GitHub Copilot,62.42,60872,Large,26-35
2026,Australia,Manufacturing,GitHub Copilot,81.67,7000,Large,26-35
2023,India,Finance,GitHub Copilot,37.49,67796,Medium,26-35
2024,India,Healthcare,Gemini,18.11,16336,Large,46-55
2024,Germany,IT,Gemini,34.91,64355,Small,26-35
2024,India,Healthcare,GitHub Copilot,45.97,56585,Medium,36-45
2025,Australia,Education,Perplexity,53.01,62393,Large,46-55
2025,India,Healthcare,Gemini,50.97,6321,Medium,26-35
2026,Germany,IT,Gemini,54.14,25394,Small,18-25
2023,UK,IT,ChatGPT,80.75,10138,Medium,36-45
2026,UK,Education,ChatGPT,20.31,85287,Large,18-25
2023,USA,IT,Perplexity,33.44,53749,Large,36-45
2025,India,Education,Gemini,84.97,23460,Small,18-25
2025,Germany,Education,Gemini,55.44,8355,Small,26-35
2025,India,IT,Claude,57.51,68335,Medium,18-25
2026,Canada,Retail,Perplexity,48.03,87564,Large,18-25
2024,Australia,Education,Perplexity,54.41,48269,Small,36-45
2024,India,IT,Claude,22.83,472,Small,26-35
2025,India,Retail,Claude,54.22,53279,Large,36-45
2024,UK,Education,ChatGPT,94.75,57749,Small,26-35
2024,Australia,Retail,Perplexity,55.94,18998,Small,56+
2026,Germany,Finance,Perplexity,9.0,50183,Large,46-55
2023,India,Manufacturing,Claude,76.68,23955,Small,46-55
2025,UK,Finance,GitHub Copilot,40.68,34858,Large,36-45
2025,USA,Retail,GitHub Copilot,18.83,9707,Large,26-35
2026,Australia,Education,ChatGPT,82.63,74189,Medium,18-25
2026,UK,IT,GitHub Copilot,22.82,5483,Large,46-55
2024,UK,Healthcare,GitHub Copilot,87.87,60212,Small,36-45
2025,UK,IT,GitHub Copilot,44.76,815,Medium,36-45
2023,India,Healthcare,Gemini,71.85,9937,Medium,36-45
2026,India,Healthcare,ChatGPT,54.23,57986,Small,26-35
2023,USA,Education,Claude,28.1,50799,Medium,36-45
2023,Canada,Retail,GitHub Copilot,65.4,79586,Small,56+
2025,Canada,IT,Gemini,91.21,73628,Medium,18-25
2025,Canada,Retail,GitHub Copilot,74.27,26917,Small,36-45
2026,Australia,Finance,Gemini,59.36,49903,Large,26-35
2025,Australia,Education,ChatGPT,94.16,99454,Large,18-25
2025,USA,Education,GitHub Copilot,28.88,78993,Medium,18-25
2025,Australia,Finance,Gemini,10.61,70378,Medium,46-55
2023,Canada,IT,Perplexity,7.89,60445,Large,36-45
2026,Canada,Manufacturing,Perplexity,68.96,13469,Small,36-45
2024,UK,Finance,Gemini,79.72,60528,Medium,26-35
2023,Australia,IT,GitHub Copilot,62.16,5144,Large,56+
2025,India,Healthcare,GitHub Copilot,86.45,65223,Medium,56+
2023,India,Education,ChatGPT,67.82,75924,Large,46-55
2025,UK,IT,ChatGPT,38.39,91014,Large,56+
2025,UK,Retail,Claude,21.31,7361,Large,26-35
2023,UK,Retail,ChatGPT,88.22,18164,Small,46-55
2026,India,Education,GitHub Copilot,14.32,75435,Medium,36-45
2025,Canada,Finance,Claude,53.87,69158,Small,56+
2026,UK,Manufacturing,ChatGPT,33.26,13790,Small,26-35
2024,USA,Finance,Gemini,29.43,2157,Large,26-35
2025,UK,IT,Perplexity,63.13,37689,Small,36-45
2026,Germany,Finance,ChatGPT,25.81,14659,Medium,26-35
2026,UK,Education,ChatGPT,87.47,13792,Medium,46-55
2024,India,IT,Gemini,41.54,48529,Large,46-55
2026,Australia,Healthcare,GitHub Copilot,65.96,65838,Large,18-25
2026,UK,Finance,Gemini,70.5,99345,Medium,36-45
2024,Australia,Finance,ChatGPT,66.46,17072,Medium,26-35
2025,Germany,Manufacturing,GitHub Copilot,86.31,41630,Large,56+
2026,USA,IT,Claude,25.8,75173,Small,46-55
2026,Australia,Retail,ChatGPT,12.74,67278,Medium,36-45
2026,Canada,Finance,Gemini,9.99,1465,Large,36-45
2023,UK,Education,Claude,84.01,65644,Large,46-55
2024,Germany,Finance,Perplexity,92.6,49783,Medium,18-25
2023,Germany,Manufacturing,Claude,32.23,94456,Large,36-45
2024,Australia,Healthcare,Gemini,67.42,58996,Medium,26-35
2025,USA,Manufacturing,Claude,5.8,99439,Large,56+
2025,India,Finance,Gemini,21.98,18101,Large,56+
2026,UK,Retail,ChatGPT,67.03,6822,Small,46-55
2024,Germany,Finance,GitHub Copilot,10.93,20200,Large,36-45
2025,USA,IT,Perplexity,47.17,17560,Medium,56+
2024,Canada,Finance,GitHub Copilot,64.63,89623,Medium,36-45
2025,Germany,Retail,GitHub Copilot,73.94,61745,Small,46-55
2023,USA,IT,GitHub Copilot,45.84,69651,Medium,18-25
2025,India,Education,Gemini,61.73,68598,Large,56+
2023,India,IT,Gemini,53.56,4940,Small,26-35
2025,Germany,Manufacturing,Perplexity,9.71,50164,Medium,46-55
2026,Germany,Healthcare,Gemini,71.85,86169,Large,18-25
2023,Australia,Manufacturing,Gemini,20.51,86090,Small,26-35
2025,UK,IT,Gemini,7.86,48205,Large,26-35
2026,USA,Education,Gemini,45.61,5799,Medium,56+
2023,Germany,Finance,ChatGPT,82.91,6022,Medium,36-45
2026,UK,IT,Perplexity,18.57,25019,Medium,46-55
2024,Australia,Manufacturing,Gemini,6.16,58636,Medium,26-35
2024,UK,IT,Perplexity,14.9,26608,Small,56+
2023,Germany,IT,Claude,37.73,87300,Medium,18-25
2025,India,IT,ChatGPT,57.22,97906,Small,26-35
2023,USA,Education,Gemini,22.37,25378,Small,18-25
2026,USA,Retail,ChatGPT,77.18,14962,Large,46-55
2025,India,Retail,ChatGPT,72.8,13698,Medium,56+
2024,Germany,IT,Claude,67.63,67534,Large,18-25
2025,USA,Education,Perplexity,48.87,88575,Large,36-45
2024,Germany,Education,ChatGPT,37.87,96924,Large,18-25
2025,Australia,IT,GitHub Copilot,38.8,24874,Large,18-25
2025,Germany,Manufacturing,Claude,50.28,52484,Large,56+
2025,UK,Manufacturing,GitHub Copilot,11.96,2922,Medium,56+
2026,India,Healthcare,Claude,66.41,37352,Large,26-35
2026,Germany,IT,GitHub Copilot,36.64,90685,Small,18-25
2023,Australia,Healthcare,GitHub Copilot,25.23,87520,Small,18-25
2023,Canada,Manufacturing,ChatGPT,30.05,13152,Medium,56+
2024,India,Manufacturing,ChatGPT,21.23,83674,Small,36-45
2026,USA,IT,Claude,86.14,82611,Large,56+
2024,UK,Healthcare,Perplexity,20.21,13369,Small,36-45
2023,USA,Healthcare,ChatGPT,84.46,68677,Large,56+
2024,Australia,IT,ChatGPT,56.5,16651,Medium,46-55
2023,Australia,Healthcare,Gemini,83.07,70015,Small,18-25
2026,USA,Finance,ChatGPT,47.67,7761,Small,36-45
2025,India,Manufacturing,Perplexity,88.49,64647,Small,46-55
2026,USA,Retail,Gemini,24.03,72603,Medium,36-45
2024,Germany,Education,GitHub Copilot,54.92,95506,Medium,26-35
2024,USA,Healthcare,GitHub Copilot,16.33,60714,Small,26-35
2026,UK,Healthcare,Gemini,45.25,81310,Medium,18-25
2026,UK,Education,Gemini,56.29,86030,Large,46-55
2023,Canada,Healthcare,Gemini,59.51,13631,Medium,46-55
2024,UK,Education,Claude,37.9,21470,Small,26-35
2024,USA,IT,Perplexity,11.87,53100,Large,18-25
2026,UK,Finance,Perplexity,63.98,18665,Small,26-35
2025,India,Finance,GitHub Copilot,48.96,932,Small,46-55
2024,UK,Manufacturing,GitHub Copilot,17.32,47078,Small,36-45
2025,Germany,Retail,GitHub Copilot,89.23,83041,Medium,46-55
2026,India,Healthcare,ChatGPT,91.01,10285,Small,18-25
2026,Canada,Retail,GitHub Copilot,82.09,3592,Large,46-55
2023,Germany,IT,Gemini,80.95,58338,Large,56+
2024,USA,Finance,GitHub Copilot,13.88,58959,Large,46-55
2025,USA,IT,Gemini,94.41,44730,Small,56+
2023,USA,IT,Claude,41.03,65924,Large,26-35
2024,Germany,Healthcare,ChatGPT,19.68,40684,Large,56+
2023,Germany,IT,ChatGPT,78.09,1176,Large,46-55
2026,Germany,Finance,Perplexity,25.32,34239,Large,46-55
2024,India,Retail,Claude,52.36,66710,Medium,46-55
2023,Australia,Finance,Gemini,16.52,37802,Small,18-25
2023,India,Healthcare,Claude,47.72,27635,Small,26-35
2025,USA,Finance,ChatGPT,55.23,98443,Large,56+
2023,Australia,Education,Gemini,45.13,63837,Small,36-45
2024,UK,Retail,Claude,11.25,63805,Large,56+
2024,USA,Education,ChatGPT,48.64,69910,Large,46-55
2025,Canada,Education,Gemini,47.2,28298,Large,36-45
2024,India,Manufacturing,Gemini,28.55,95495,Small,36-45
2026,Germany,Healthcare,ChatGPT,87.94,59213,Medium,56+
2024,India,IT,Gemini,42.6,45860,Small,56+
2024,Germany,Education,ChatGPT,82.77,57940,Small,56+
2023,Australia,Finance,GitHub Copilot,14.87,35376,Medium,56+
2023,Canada,IT,GitHub Copilot,33.7,77654,Small,26-35
2024,Australia,Finance,Gemini,20.87,62013,Medium,18-25
2025,Canada,Finance,Gemini,41.76,58128,Large,18-25
2023,India,IT,ChatGPT,15.05,73708,Medium,56+
2025,Germany,IT,Gemini,44.69,13448,Large,18-25
2024,Australia,Finance,Perplexity,36.85,46778,Medium,56+
2024,Canada,Healthcare,GitHub Copilot,25.1,14052,Large,56+
2026,USA,Retail,Gemini,62.8,418,Small,56+
2023,USA,Manufacturing,Gemini,90.58,77454,Medium,26-35
2024,Australia,Retail,Claude,23.64,26111,Small,46-55
2026,Germany,Healthcare,Gemini,69.06,18887,Large,18-25
2023,Australia,Manufacturing,Perplexity,71.81,63528,Medium,18-25
2024,India,IT,GitHub Copilot,49.83,12616,Medium,26-35
2024,Canada,Manufacturing,Claude,85.79,99132,Medium,26-35
2023,India,Finance,ChatGPT,91.98,34155,Small,56+
2023,USA,Retail,ChatGPT,37.6,8852,Large,56+
2023,Canada,Manufacturing,GitHub Copilot,63.59,67011,Small,46-55
2024,Australia,Finance,ChatGPT,64.6,80606,Medium,18-25
2024,India,Healthcare,Perplexity,41.33,59950,Large,26-35
2026,UK,Manufacturing,Gemini,33.51,98428,Large,46-55
2025,Germany,Finance,GitHub Copilot,89.04,17638,Small,18-25
2023,Germany,Healthcare,Claude,76.1,12757,Small,46-55
2024,UK,IT,Gemini,15.3,17943,Medium,46-55
2024,USA,Healthcare,ChatGPT,15.79,81219,Medium,56+
2023,Canada,Healthcare,ChatGPT,88.03,21591,Medium,46-55
2025,Germany,Retail,Claude,12.33,46531,Medium,56+
2023,UK,Finance,Perplexity,66.96,63575,Large,18-25
2025,Australia,Manufacturing,Claude,25.41,42280,Medium,18-25
2024,UK,Retail,GitHub Copilot,8.17,18640,Medium,56+
2025,USA,Education,Claude,10.37,71615,Medium,36-45
2026,USA,Healthcare,ChatGPT,38.62,60735,Small,46-55
2024,India,Education,Perplexity,11.98,8043,Small,18-25
2026,Germany,Retail,Perplexity,58.7,9011,Small,46-55
2023,India,Finance,Claude,63.25,40354,Medium,36-45
2023,UK,Retail,GitHub Copilot,38.61,99509,Large,46-55
2023,Canada,Finance,ChatGPT,71.86,63100,Medium,36-45
2025,Canada,Finance,Gemini,49.1,69405,Small,26-35
2024,USA,IT,Perplexity,43.72,2579,Small,36-45
2023,Canada,Healthcare,Claude,41.63,10212,Medium,18-25
2023,Canada,Retail,GitHub Copilot,43.8,70367,Large,56+
2024,Canada,Finance,GitHub Copilot,92.11,62712,Large,56+
2023,UK,Retail,ChatGPT,66.33,76997,Large,46-55
2026,Canada,Retail,Perplexity,33.37,46909,Small,26-35
2024,Australia,Finance,ChatGPT,71.05,32305,Small,46-55
2024,Canada,Manufacturing,Gemini,34.72,90205,Large,36-45
2024,Canada,Education,Gemini,16.31,72704,Medium,56+
2026,India,Healthcare,Gemini,47.78,6657,Large,36-45
2024,UK,Healthcare,GitHub Copilot,72.59,36198,Medium,56+
2026,USA,Manufacturing,Perplexity,38.99,38890,Small,56+
2024,India,IT,ChatGPT,83.23,34926,Small,56+
2025,Germany,Manufacturing,ChatGPT,39.83,22174,Small,18-25
2023,UK,IT,Gemini,36.49,87791,Large,36-45
2025,Australia,IT,Perplexity,94.84,96420,Large,46-55
2023,UK,Manufacturing,Perplexity,48.42,32501,Small,26-35
2026,Germany,Healthcare,Claude,77.47,11665,Small,46-55
2025,Germany,Education,Perplexity,77.45,90336,Small,36-45
2024,Germany,Healthcare,Perplexity,88.37,64802,Large,26-35
2023,USA,Healthcare,ChatGPT,12.64,50026,Large,46-55
2023,Canada,Healthcare,Perplexity,29.41,80973,Small,26-35
2025,UK,Manufacturing,Perplexity,74.1,11212,Large,36-45
2026,Canada,Manufacturing,ChatGPT,55.63,79397,Large,56+
2025,Canada,Manufacturing,Perplexity,55.37,8985,Large,36-45
2026,Australia,Healthcare,ChatGPT,19.96,1476,Large,18-25
2026,Germany,Education,Claude,30.3,6039,Small,26-35
2023,USA,IT,GitHub Copilot,51.92,42049,Small,36-45
2025,Australia,Retail,ChatGPT,29.95,2946,Large,56+
2025,India,IT,ChatGPT,23.93,72453,Small,56+
2026,USA,IT,Perplexity,12.9,7530,Small,36-45
2025,Canada,Retail,ChatGPT,19.02,26428,Small,46-55
2024,USA,Healthcare,Gemini,74.2,11251,Medium,36-45
2024,Germany,Education,Gemini,69.69,59897,Small,56+
2025,India,Education,Claude,9.13,27719,Small,36-45
2025,Germany,IT,ChatGPT,23.3,34584,Large,18-25
2026,India,Retail,Perplexity,55.44,27764,Large,46-55
2024,Australia,Finance,Perplexity,34.04,6880,Medium,36-45
2024,Canada,Healthcare,GitHub Copilot,79.09,68967,Medium,56+
2023,India,IT,Claude,75.65,28704,Small,36-45
2026,India,Education,Perplexity,85.24,17862,Small,36-45
2023,India,Manufacturing,GitHub Copilot,55.66,23865,Large,26-35
2024,USA,Manufacturing,Perplexity,36.69,63826,Small,36-45
2026,Australia,Retail,GitHub Copilot,59.55,37143,Small,18-25
2025,USA,Retail,Gemini,13.02,87558,Small,56+
2026,Canada,IT,Gemini,5.86,59151,Small,26-35
2025,India,Finance,Perplexity,6.54,89330,Small,36-45
2025,Australia,Education,Claude,41.68,10656,Small,46-55
2026,Australia,IT,ChatGPT,25.53,79191,Small,18-25
2025,UK,Finance,Claude,19.16,10104,Small,18-25
2023,Canada,Retail,Claude,60.38,59056,Large,18-25
2024,Australia,Manufacturing,ChatGPT,94.56,20910,Medium,26-35
2025,India,Healthcare,Gemini,21.0,62100,Small,36-45
2023,India,Manufacturing,Gemini,54.18,76824,Large,18-25
2025,Australia,Education,ChatGPT,15.78,347,Small,36-45
2024,USA,Education,GitHub Copilot,89.08,20862,Small,46-55
2023,Canada,Manufacturing,Claude,31.26,46095,Medium,36-45
2024,India,Manufacturing,Perplexity,84.05,59523,Large,36-45
2024,Australia,Finance,Gemini,30.48,79447,Small,36-45
2023,India,IT,Perplexity,77.54,69377,Medium,56+
2023,Australia,Retail,ChatGPT,23.84,62069,Medium,26-35
2023,Canada,Finance,Perplexity,31.35,29152,Small,36-45
2026,Australia,Healthcare,Perplexity,22.32,49314,Small,18-25
2023,UK,Manufacturing,Claude,28.78,34419,Large,56+
2023,Australia,Healthcare,ChatGPT,80.14,71942,Large,36-45
2023,Australia,Healthcare,Perplexity,62.51,68641,Small,56+
2023,Canada,Finance,Gemini,41.53,68958,Small,26-35
2025,Australia,Retail,ChatGPT,92.44,81644,Medium,56+
2026,Canada,Education,Gemini,46.84,40865,Large,18-25
2024,UK,IT,GitHub Copilot,92.28,24970,Small,36-45
2023,Canada,Education,Perplexity,22.69,12566,Small,18-25
2025,India,Retail,ChatGPT,86.42,45384,Large,46-55
2025,Canada,Education,Gemini,6.24,50134,Small,56+
2025,UK,Manufacturing,Perplexity,54.08,33261,Medium,56+
2024,Germany,Manufacturing,Claude,43.07,68375,Medium,56+
2023,Australia,Finance,Gemini,52.26,60911,Small,26-35
2026,Canada,Healthcare,Gemini,54.81,53665,Large,18-25
2026,Australia,Retail,GitHub Copilot,40.01,61414,Medium,46-55
2025,USA,Retail,Claude,94.84,53726,Large,26-35
2024,India,Education,GitHub Copilot,92.89,78830,Large,26-35
2024,India,Finance,Claude,91.56,69867,Large,36-45
2024,USA,Education,Gemini,93.12,52029,Medium,46-55
2026,USA,Education,GitHub Copilot,76.37,93904,Medium,56+
2025,Canada,Retail,Perplexity,93.97,67037,Small,56+
2023,USA,Education,Claude,85.31,8186,Large,36-45
2026,Germany,Healthcare,Gemini,42.43,62682,Medium,56+
2025,Australia,Education,ChatGPT,75.63,99309,Medium,18-25
2025,Australia,Healthcare,Claude,87.09,66165,Small,56+
2023,UK,Retail,Claude,69.13,40879,Medium,18-25
2023,USA,Finance,Perplexity,43.05,23562,Medium,36-45
2023,USA,Manufacturing,Claude,10.92,47869,Medium,36-45
2024,Germany,Healthcare,Claude,77.87,55978,Small,18-25
2023,India,Finance,Perplexity,90.75,17056,Small,56+
2025,India,Finance,Perplexity,37.62,82663,Large,36-45
2023,Australia,Healthcare,GitHub Copilot,18.67,86091,Medium,36-45
2025,Australia,Retail,Gemini,34.39,44655,Small,18-25
2026,Canada,IT,Gemini,57.44,45702,Small,36-45
2024,Germany,Finance,GitHub Copilot,33.52,5705,Small,56+
2026,UK,Finance,Gemini,59.96,76313,Large,36-45
2026,UK,Retail,Claude,92.02,17038,Large,18-25
2025,Germany,Retail,GitHub Copilot,65.37,59602,Large,56+
2026,UK,Education,GitHub Copilot,37.64,52645,Large,46-55
2025,India,Retail,Gemini,89.22,43634,Large,18-25
2023,UK,Finance,ChatGPT,55.91,15109,Medium,46-55
2023,UK,Healthcare,Gemini,16.55,30346,Medium,36-45
2025,Germany,IT,ChatGPT,49.91,28285,Small,56+
2023,Germany,Education,GitHub Copilot,63.83,94931,Large,36-45
2024,UK,Healthcare,ChatGPT,80.44,91155,Large,56+
2026,USA,IT,Claude,89.28,86588,Small,26-35
2024,Germany,IT,Perplexity,33.57,46742,Medium,36-45
2026,Canada,IT,ChatGPT,19.0,9285,Large,36-45
2023,Canada,Manufacturing,Perplexity,11.64,64466,Large,36-45
2024,India,Healthcare,Claude,71.45,19943,Large,18-25
2023,UK,Education,Perplexity,76.56,17605,Medium,56+
2026,USA,Education,Claude,41.84,28122,Medium,56+
2025,India,IT,Perplexity,40.63,61709,Large,56+
2025,UK,Healthcare,Perplexity,90.88,54361,Large,18-25
